代码,名称,公告标题,公告类型,公告日期,网址
601121,宝地矿业,宝地矿业:申万宏源证券承销保荐有限责任公司关于新疆宝地矿业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易标的资产过户情况之独立财务顾问核查意见,保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/601121/AN202601081816852598.html
301488,豪恩汽电,豪恩汽电:国信证券股份有限公司关于深圳市豪恩汽车电子装备股份有限公司向特定对象发行股票的上市保荐书,上市保荐书,2026-01-09,https://data.eastmoney.com/notices/detail/301488/AN202601091816887333.html
300772,运达股份,运达股份:300772运达股份投资者关系管理信息20260109,调研活动,2026-01-09,https://data.eastmoney.com/notices/detail/300772/AN202601091816883281.html
300303,聚飞光电,聚飞光电:关于2023年限制性股票激励计划第二个归属期第二批归属结果暨股份上市的公告,限售股份上市流通,2026-01-09,https://data.eastmoney.com/notices/detail/300303/AN202601091816882125.html
300536,农尚环境,农尚环境:关于累计诉讼事项的公告,诉讼仲裁,2026-01-09,https://data.eastmoney.com/notices/detail/300536/AN202601091816880839.html
301093,华兰股份,华兰股份:关于公司受让宁波广峰胶囊有限公司部分股权的公告,股权转让,2026-01-09,https://data.eastmoney.com/notices/detail/301093/AN202601091816879767.html
301021,英诺激光,英诺激光:关于董事会延期换届的公告,高管人员任职变动,2026-01-09,https://data.eastmoney.com/notices/detail/301021/AN202601091816879602.html
300627,华测导航,华测导航:2025年年度业绩预告,业绩预告,2026-01-09,https://data.eastmoney.com/notices/detail/300627/AN202601091816879528.html
603808,歌力思,歌力思:投资者关系活动汇总表(2025年10-12月),调研活动,2026-01-09,https://data.eastmoney.com/notices/detail/603808/AN202601091816879252.html
A12228,博浩生物,关于云南博浩生物科技集团股份有限公司首次公开发行股票并上市辅导工作进展报告(第十八期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A12228/AN202601271818461874.html
A19365,集创北方,关于北京集创北方科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A19365/AN202601221818273522.html
A25201,超纯科技,关于深圳超纯水科技股份有限公司向不特定合格投资者公开发行股票并在北京证券交易所上市辅导工作进展情况报告(第二期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A25201/AN202601201818161793.html
A19313,佳农股份,关于佳农食品控股(集团)股份有限公司首次公开发行股票并上市辅导工作进展报告(第九期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A19313/AN202601191818079345.html
A24035,衣科股份,关于杭州衣科信息技术股份有限公司首次公开发行股票并上市辅导工作进展报告(第十六期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A24035/AN202601191818079426.html
A19117,泽生科技,关于上海泽生科技开发股份有限公司首次公开发行股票并上市辅导工作进展报告(第十四期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A19117/AN202601161817197357.html
A20197,亿腾景昂,关于泰州亿腾景昂药业股份有限公司首次公开发行股票并上市辅导工作进展报告(第十六期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A20197/AN202601161817197344.html
A25238,天海流体,关于铜陵天海流体控制股份有限公司首次公开发行股票并上市辅导工作完成报告,辅导工作总结报告,2026-01-09,https://data.eastmoney.com/notices/detail/A25238/AN202601161817197422.html
A22484,飞依诺,关于飞依诺科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2026-01-09,https://data.eastmoney.com/notices/detail/A22484/AN202601151817048761.html
603407,长裕集团,关于同意长裕控股集团股份有限公司首次公开发行股票注册的批复,沪主板发行上市审核注册结果通知,2026-01-09,https://data.eastmoney.com/notices/detail/603407/AN202601121816949623.html
688210,统联精密,关于同意深圳市泛海统联精密制造股份有限公司向不特定对象发行可转换公司债券注册的批复,科创板再融资审核注册结果通知,2026-01-09,https://data.eastmoney.com/notices/detail/688210/AN202601121816949618.html
603318,水发燃气,关于同意水发派思燃气股份有限公司向特定对象发行股票注册的批复,沪主板再融资审核注册结果通知,2026-01-09,https://data.eastmoney.com/notices/detail/603318/AN202601121816949619.html
300192,科德教育,科德教育:详式权益变动报告书,权益变动报告书,2026-01-09,https://data.eastmoney.com/notices/detail/300192/AN202601111816919634.html
300192,科德教育,科德教育:天风证券股份有限公司关于苏州科德教育科技股份有限公司详式权益变动报告书之财务顾问核查意见,保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/300192/AN202601111816919564.html
002420,毅昌科技,毅昌科技:2026年1月9日投资者关系活动记录表,调研活动,2026-01-09,https://data.eastmoney.com/notices/detail/002420/AN202601091816888319.html
300289,利德曼,利德曼:关于重大资产购买报告书(草案)修订说明的公告,其他,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888094.html
300289,利德曼,利德曼:中信建投证券股份有限公司关于北京利德曼生化股份有限公司重大资产购买之独立财务顾问报告(修订稿),保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888098.html
300289,利德曼,利德曼:北京利德曼生化股份有限公司重大资产购买报告书(草案)(修订稿),收购出售资产/股权,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888093.html
300289,利德曼,利德曼:关于回复深圳证券交易所《关于对北京利德曼生化股份有限公司的重组问询函》的公告,回复问询函公告,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888087.html
300289,利德曼,利德曼:北京利德曼生化股份有限公司重大资产购买报告书(草案)(修订稿)摘要,收购出售资产/股权,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888088.html
300289,利德曼,利德曼:容诚会计师事务所(特殊普通合伙)关于回复深圳证券交易所《关于对北京利德曼生化股份有限公司的重组问询函》的专项说明,专项说明/独立意见,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888089.html
300289,利德曼,利德曼:关于本次重组相关主体买卖股票情况自查报告的公告,自查报告,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888086.html
300289,利德曼,利德曼:中信建投证券股份有限公司关于深圳证券交易所《关于对北京利德曼生化股份有限公司的重组问询函》回复之核查意见,保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888095.html
300289,利德曼,利德曼:北京市金杜律师事务所关于北京利德曼生化股份有限公司重大资产购买之补充法律意见书(一),法律意见书,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888096.html
300289,利德曼,利德曼:北京市金杜律师事务所关于北京利德曼生化股份有限公司本次重组相关主体买卖股票情况自查报告的核查意见,保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888097.html
300289,利德曼,利德曼:中信建投证券股份有限公司关于北京利德曼生化股份有限公司本次重组相关主体买卖股票情况自查报告的核查意见,保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888091.html
300289,利德曼,利德曼:金证(上海)资产评估有限公司关于深圳证券交易所《关于对北京利德曼生化股份有限公司的重组问询函》评估相关问题回复之核查意见,保荐/核查意见,2026-01-09,https://data.eastmoney.com/notices/detail/300289/AN202601091816888090.html
600180,*ST瑞茂,关于瑞茂通供应链管理股份有限公司相关事项的监管工作函,上交所股票监管工作函,2026-01-09,https://data.eastmoney.com/notices/detail/600180/AN202601091816887989.html
920093,信胜科技,信胜科技:法律意见书(上会稿),北交所发行上市法律意见书,2026-01-09,https://data.eastmoney.com/notices/detail/920093/AN202601091816887884.html
