代码,名称,公告标题,公告类型,公告日期,网址
A23088,高景太阳,关于高景太阳能股份有限公司首次公开发行股票并上市辅导工作进展报告(第一期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A23088/AN202512261808127846.html
A21068,中图科技,关于广东中图半导体科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第三期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A21068/AN202512261808125225.html
A21407,辛帕智能,关于上海辛帕智能科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第一期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A21407/AN202507021701434369.html
A25066,志达精密,关于广东志达精密管业制造股份有限公司首次公开发行股票并上市辅导工作进展报告(第六期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A25066/AN202507021701438021.html
A25010,德博科技,关于萍乡德博科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A25010/AN202507021701435881.html
A17225,西子停车,关于杭州西子智能停车股份有限公司首次公开发行股票并上市辅导工作进展报告(第十一期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A17225/AN202507021701435776.html
A18061,中星技术,关于中星微技术股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A18061/AN202507021701435825.html
A21562,赛灵药业,关于赛灵药业科技集团股份有限公司首次公开发行股票并上市辅导工作进展报告(第一期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A21562/AN202507021701437030.html
A12228,博浩生物,关于云南博浩生物科技集团股份有限公司首次公开发行股票并上市辅导工作进展报告(第十期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A12228/AN202507021701437024.html
A20217,创尔生物,关于广州创尔生物技术股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A20217/AN202507021701435462.html
A19166,金源照明,关于广东金源光能股份有限公司首次公开发行股票并上市辅导工作进展报告(第十期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A19166/AN202507021701435358.html
A22365,新大禹,关于广东新大禹环境科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第四期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A22365/AN202507021701435362.html
A18038,景兴健护,关于广东景兴健康护理实业股份有限公司首次公开发行股票并上市辅导工作进展报告(第九期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A18038/AN202507021701435494.html
A21115,飞旋科技,关于天津飞旋科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第四期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A21115/AN202507021701435224.html
A22224,杭州国芯,关于杭州国芯科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A22224/AN202507021701435206.html
A21123,有屋智能,关于青岛有屋智能家居科技股份有限公司首次公开发行股票并上市辅导工作进展报告(第六期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A21123/AN202507021701435097.html
A12019,利泰制药,关于广东利泰制药股份有限公司首次公开发行股票并上市辅导工作进展报告(第二期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A12019/AN202507021701435243.html
A24049,虎丘影像,关于虎丘影像(苏州)股份有限公司首次公开发行股票并上市辅导工作进展报告(第八期),辅导工作进展报告,2024-01-16,https://data.eastmoney.com/notices/detail/A24049/AN202507021701434150.html
