代码,名称,公告标题,公告类型,公告日期,网址
920107,恒兴股份,恒兴股份:对外投资的公告,对外项目投资,2025-04-28,https://data.eastmoney.com/notices/detail/920107/AN202504281664053872.html
300311,任子行,任子行:关于2024年度拟不进行利润分配的专项说明,分配预案,2025-04-28,https://data.eastmoney.com/notices/detail/300311/AN202504271663305181.html
300311,任子行,任子行:关于召开2024年年度股东大会的通知,召开股东大会通知,2025-04-28,https://data.eastmoney.com/notices/detail/300311/AN202504271663305489.html
002656,摩登大道,ST摩登:独立董事2024年度述职报告-黄淑英,独立董事述职报告,2025-04-28,https://data.eastmoney.com/notices/detail/002656/AN202504271663308505.html
002656,摩登大道,ST摩登:2024年年度财务报告,年度财务报告,2025-04-28,https://data.eastmoney.com/notices/detail/002656/AN202504271663308156.html
002253,川大智胜,川大智胜:川华信专(2025)第0596号2024年度营业收入扣除事项的专项核查报告,保荐/核查意见,2025-04-28,https://data.eastmoney.com/notices/detail/002253/AN202504271663308653.html
002076,星光股份,星光股份:年度关联方资金占用专项审计报告,保荐/核查意见,2025-04-28,https://data.eastmoney.com/notices/detail/002076/AN202504271663309871.html
002076,星光股份,星光股份:关于营业收入扣除事项专项核查意见,保荐/核查意见,2025-04-28,https://data.eastmoney.com/notices/detail/002076/AN202504271663308547.html
002076,星光股份,星光股份:董事会审计委员会对会计师事务所2024年度履职情况评估及履行监督职责情况的报告,其他,2025-04-28,https://data.eastmoney.com/notices/detail/002076/AN202504271663308552.html
002076,星光股份,星光股份:关于举行2024年年度业绩说明会的公告,其他,2025-04-28,https://data.eastmoney.com/notices/detail/002076/AN202504271663308535.html
002529,海源复材,海源复材:2024年年度审计报告,审计报告,2025-04-28,https://data.eastmoney.com/notices/detail/002529/AN202504271663309817.html
300225,金力泰,金力泰:关于公司股票交易严重异常波动的公告,股票交易异常波动,2025-04-28,https://data.eastmoney.com/notices/detail/300225/AN202504281663964604.html
920174,五新智能,五新隧装:第四届董事会第五次会议决议公告,分配预案,2025-04-28,https://data.eastmoney.com/notices/detail/920174/AN202504281663951378.html
920174,五新智能,五新隧装:天健会计师事务所(特殊普通合伙)关于湖南五新隧道智能装备股份有限公司非经营性资金占用及其他关联资金往来情况的专项审计说明,保荐/核查意见,2025-04-28,https://data.eastmoney.com/notices/detail/920174/AN202504281663951379.html
920174,五新智能,五新隧装:2024年年度报告,年度报告全文,2025-04-28,https://data.eastmoney.com/notices/detail/920174/AN202504281663951377.html
300338,*ST开元,*ST开元:关于公司2025年度日常关联交易额度预计的公告,关联交易,2025-04-28,https://data.eastmoney.com/notices/detail/300338/AN202504271663309919.html
300338,*ST开元,*ST开元:董事会决议公告,分配预案,2025-04-28,https://data.eastmoney.com/notices/detail/300338/AN202504271663309910.html
300165,天瑞仪器,ST天瑞:2024年度内部控制评价报告,内部控制报告,2025-04-28,https://data.eastmoney.com/notices/detail/300165/AN202504271663306800.html
001317,三羊马,三羊马:关于2024年年度利润分配预案的公告,分配预案,2025-04-28,https://data.eastmoney.com/notices/detail/001317/AN202504271663307829.html
920735,德源药业,德源药业:2025年一季度报告,一季度报告全文,2025-04-28,https://data.eastmoney.com/notices/detail/920735/AN202504281664049084.html
300732,设研院,设研院:关于调整战略委员会为战略与可持续发展委员会并修订相关制度的公告,管理办法/制度,2025-04-28,https://data.eastmoney.com/notices/detail/300732/AN202504271663300496.html
300732,设研院,设研院:第四届监事会第三次会议决议公告,监事会决议公告,2025-04-28,https://data.eastmoney.com/notices/detail/300732/AN202504271663300512.html
603757,大元泵业,大元泵业:浙江大元泵业股份有限公司2024年度募集资金存放与实际使用情况的专项报告,募集资金使用情况报告,2025-04-28,https://data.eastmoney.com/notices/detail/603757/AN202504271663303278.html
002161,远望谷,远望谷:远望谷营业收入扣除情况专项审核报告,保荐/核查意见,2025-04-28,https://data.eastmoney.com/notices/detail/002161/AN202506181693237334.html
920028,新恒泰,关于浙江新恒泰新材料股份有限公司首次公开发行股票并上市辅导工作完成报告,辅导工作进展报告,2025-04-28,https://data.eastmoney.com/notices/detail/920028/AN202505161673602451.html
300165,天瑞仪器,ST天瑞:2024年度内部控制审计报告,审计报告,2025-04-28,https://data.eastmoney.com/notices/detail/300165/AN202505151673338398.html
300055,万邦达,万邦达:2025年一季度报告,一季度报告全文,2025-04-28,https://data.eastmoney.com/notices/detail/300055/AN202505061668437946.html
300390,天华新能,天华新能:300390天华新能投资者关系管理信息20250428,调研活动,2025-04-28,https://data.eastmoney.com/notices/detail/300390/AN202504291664347911.html
300871,回盛生物,回盛生物:2025年4月28日投资者关系活动记录表,调研活动,2025-04-28,https://data.eastmoney.com/notices/detail/300871/AN202504291664347011.html
600070,*ST富润,关于终止浙江富润数字科技股份有限公司股票上市的公告,终止上市,2025-04-28,https://data.eastmoney.com/notices/detail/600070/AN202504281664081870.html
600811,*ST东方,关于东方集团股份有限公司股票终止上市的公告,终止上市,2025-04-28,https://data.eastmoney.com/notices/detail/600811/AN202504281664081869.html
300504,天邑股份,天邑股份:关于使用部分闲置自有资金进行现金管理的进展公告,投资理财,2025-04-28,https://data.eastmoney.com/notices/detail/300504/AN202504291664092798.html
300504,天邑股份,天邑股份:关于对外投资暨签订《增资协议》《股东协议》的公告,签订协议,2025-04-28,https://data.eastmoney.com/notices/detail/300504/AN202504291664092799.html
001283,豪鹏科技,豪鹏科技:2025年4月28日投资者关系活动记录表,调研活动,2025-04-28,https://data.eastmoney.com/notices/detail/001283/AN202504281664082051.html
300694,蠡湖股份,蠡湖股份:关于持股5%以上股东减持股份预披露的公告,股东/实际控制人股份减持,2025-04-28,https://data.eastmoney.com/notices/detail/300694/AN202504281664079218.html
920088,科力股份,科力股份:2025年一季度报告,一季度报告全文,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076330.html
920088,科力股份,科力股份:董事会关于独立董事独立性自查情况的专项报告,自查报告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076314.html
920088,科力股份,科力股份:董事会审计委员会履职情况报告,其他,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076311.html
920088,科力股份,科力股份:2024年度独立董事述职报告(马凤云),独立董事述职报告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076324.html
920088,科力股份,科力股份:2024年度独立董事述职报告(孟樊山),独立董事述职报告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076325.html
920088,科力股份,科力股份:关于为控股子公司提供担保的公告,提供/对外担保公告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076315.html
920088,科力股份,科力股份:第四届董事会第五次会议决议公告,分配预案,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076328.html
920088,科力股份,科力股份:关于新疆科力新技术发展股份有限公司2024年度募集资金存放与实际使用情况的专项核查报告,保荐/核查意见,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076329.html
920088,科力股份,科力股份:关于召开2024年年度股东会通知公告(提供网络投票),召开股东大会通知,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076320.html
920088,科力股份,科力股份:审计委员会对会计师事务所履行监督职责情况报告,其他,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076332.html
920088,科力股份,科力股份:第四届监事会第四次会议决议公告,监事会决议公告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076333.html
920088,科力股份,科力股份:关于延长2022年员工持股计划锁定期及服务期的公告,员工持股计划,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076318.html
920088,科力股份,科力股份:舆情管理制度,管理办法/制度,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076319.html
920088,科力股份,科力股份:2024年度审计报告,审计报告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076334.html
920088,科力股份,科力股份:会计师事务所履职情况评估报告,其他,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076322.html
920088,科力股份,科力股份:内部控制审计报告,审计报告,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076335.html
920088,科力股份,科力股份:2024年年度权益分派预案公告,分配预案,2025-04-28,https://data.eastmoney.com/notices/detail/920088/AN202504281664076312.html
