代码,名称,公告标题,公告类型,公告日期,网址
002759,ST天际,天际股份:2025年第二次临时股东会决议公告,股东大会决议公告,2025-11-19,https://data.eastmoney.com/notices/detail/002759/AN202511181783708512.html
002237,恒邦股份,恒邦股份:关于提前赎回恒邦转债的第二十二次提示性公告,其他,2025-11-19,https://data.eastmoney.com/notices/detail/002237/AN202511181783707266.html
920693,阿为特,阿为特:第三届董事会第十八次会议决议公告,董事会决议公告,2025-11-19,https://data.eastmoney.com/notices/detail/920693/AN202511191784355795.html
920402,硅烷科技,硅烷科技:2025年第二次临时股东会决议公告,股东大会决议公告,2025-11-19,https://data.eastmoney.com/notices/detail/920402/AN202511191784359425.html
300092,科新机电,科新机电:关于使用部分闲置募集资金进行现金管理的进展公告,募集资金使用进展情况,2025-11-19,https://data.eastmoney.com/notices/detail/300092/AN202511191784417075.html
920152,昆工科技,昆工科技:股权质押的公告,股份质押、冻结,2025-11-19,https://data.eastmoney.com/notices/detail/920152/AN202511191784362234.html
301026,浩通科技,浩通科技:申请广州期货交易所铂、钯期货指定交割厂库的公告,其他,2025-11-19,https://data.eastmoney.com/notices/detail/301026/AN202511191784352902.html
603129,春风动力,上海证券交易所上市审核委员会2025年第56次审议会议结果公告,沪主板发行上市审核委会议结果公告,2025-11-19,https://data.eastmoney.com/notices/detail/603129/AN202511191784350171.html
002331,皖通科技,皖通科技:关于择期召开股东会的公告,召开股东大会通知,2025-11-19,https://data.eastmoney.com/notices/detail/002331/AN202511191784095315.html
A21068,中图科技,关于广东中图半导体科技股份有限公司首次公开发行股票并上市辅导工作完成报告,辅导工作进展报告,2025-11-19,https://data.eastmoney.com/notices/detail/A21068/AN202512061795079303.html
A25045,星基智造,关于江苏星基智造科技股份有限公司首次公开发行股票并上市辅导工作完成报告,辅导工作进展报告,2025-11-19,https://data.eastmoney.com/notices/detail/A25045/AN202511251788048570.html
300541,先进数通,先进数通:300541先进数通投资者关系管理信息20251119,调研活动,2025-11-19,https://data.eastmoney.com/notices/detail/300541/AN202511211785331804.html
002927,泰永长征,泰永长征:2025年11月18日投资者关系活动记录表,调研活动,2025-11-19,https://data.eastmoney.com/notices/detail/002927/AN202511191784510902.html
002639,雪人集团,雪人集团:002639雪人集团投资者关系活动记录表20251119,调研活动,2025-11-19,https://data.eastmoney.com/notices/detail/002639/AN202511191784481138.html
