代码,名称,公告标题,公告类型,公告日期,网址
688121,*ST卓然,卓然股份:关于对上海证监局行政监管措施决定的整改报告,整改报告,2026-01-20,https://data.eastmoney.com/notices/detail/688121/AN202601191818110675.html
300159,新研股份,*ST新研:关于撤销公司股票因重整而被实施退市风险警示暨继续被实施退市风险警示的公告,撤销退市风险警示,2026-01-20,https://data.eastmoney.com/notices/detail/300159/AN202601201818159741.html
A22006,天南电力,关于江苏天南电力股份有限公司首次公开发行股票并上市辅导备案报告,辅导企业基本情况,2026-01-20,https://data.eastmoney.com/notices/detail/A22006/AN202602061819806424.html
002846,英联股份,英联股份:广东英联包装股份有限公司投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/002846/AN202601211818185262.html
600076,康欣新材,关于对康欣新材料股份有限公司资产收购事项的问询函,问询函,2026-01-20,https://data.eastmoney.com/notices/detail/600076/AN202601201818168080.html
002415,海康威视,海康威视:2026年1月20日投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/002415/AN202601201818166553.html
001233,海安集团,海安集团:2026年1月20日投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/001233/AN202601201818166530.html
300344,立方退,300344:*ST立方关注函,关注函,2026-01-20,https://data.eastmoney.com/notices/detail/300344/AN202601201818166550.html
301599,理奇智能,深交所上市审核委员会2026年第3次审议会议结果公告,创业板发行上市审核委会议结果公告,2026-01-20,https://data.eastmoney.com/notices/detail/301599/AN202601201818166399.html
301011,华立科技,华立科技:2026年1月20日投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/301011/AN202601201818165857.html
301363,美好医疗,美好医疗:301363美好医疗投资者关系管理信息20260120,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/301363/AN202601201818165641.html
300497,富祥股份,富祥药业:300497富祥药业投资者关系管理信息20260120,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/300497/AN202601201818165497.html
300344,立方退,*ST立方:关于公司股票可能被实施重大违法强制退市的第八次风险提示公告,其它风险提示公告,2026-01-20,https://data.eastmoney.com/notices/detail/300344/AN202601201818164249.html
301065,本立科技,本立科技:关于高级管理人员减持计划实施完成的公告,股东/实际控制人股份减持,2026-01-20,https://data.eastmoney.com/notices/detail/301065/AN202601201818164196.html
001208,华菱线缆,4-2本次重大资产重组涉及的拟购买资产的评估报告及评估说明，或者估值报告(申报稿)(湖南华菱线缆股份有限公司),深主板并购重组资产评估报告,2026-01-20,https://data.eastmoney.com/notices/detail/001208/AN202601201818164018.html
300485,赛升药业,赛升药业:关于公司控股股东、实际控制人的一致行动人减持计划期限届满暨减持股份实施情况的公告,股东/实际控制人股份减持,2026-01-20,https://data.eastmoney.com/notices/detail/300485/AN202601201818164067.html
001208,华菱线缆,4-1本次重大资产重组涉及的拟购买资产最近两年及一期的财务报告和审计报告(确实无法提供的，应当说明原因及相关资产的财务状况和经营成果)(申报稿)(湖南华菱线缆股份有限公司),深主板并购重组审计报告,2026-01-20,https://data.eastmoney.com/notices/detail/001208/AN202601201818164017.html
001208,华菱线缆,3-1独立财务顾问报告(申报稿)(湖南华菱线缆股份有限公司),深主板并购重组独立财务顾问报告,2026-01-20,https://data.eastmoney.com/notices/detail/001208/AN202601201818164015.html
001208,华菱线缆,2-1重大资产重组报告书(申报稿)(湖南华菱线缆股份有限公司),深主板并购重组报告书申报稿,2026-01-20,https://data.eastmoney.com/notices/detail/001208/AN202601201818164014.html
001208,华菱线缆,3-2法律意见书(申报稿)(湖南华菱线缆股份有限公司),深主板并购重组法律意见书,2026-01-20,https://data.eastmoney.com/notices/detail/001208/AN202601201818164016.html
000501,武商集团,武商集团:000501武商集团投资者关系管理信息20260119,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/000501/AN202601201818163774.html
300743,天地数码,天地数码:关于转让全资子公司100%股权的进展公告,股权转让,2026-01-20,https://data.eastmoney.com/notices/detail/300743/AN202601201818163829.html
301023,奕帆传动,奕帆传动:关于筹划重大资产重组暨签署《收购意向条款清单》的提示性公告,重组进展公告,2026-01-20,https://data.eastmoney.com/notices/detail/301023/AN202601201818163712.html
000725,京东方A,京东方Ａ:京东方科技集团股份有限公司2026年面向专业投资者公开发行科技创新公司债券(第一期)募集说明书,其他,2026-01-20,https://data.eastmoney.com/notices/detail/000725/AN202601201818163641.html
000725,京东方A,京东方Ａ:京东方科技集团股份有限公司2026年面向专业投资者公开发行科技创新公司债券(第一期)发行公告,其他,2026-01-20,https://data.eastmoney.com/notices/detail/000725/AN202601201818163642.html
300916,朗特智能,朗特智能:2026年01月20日投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/300916/AN202601201818163541.html
688308,欧科亿,关于株洲欧科亿数控精密刀具股份有限公司有关事项的监管工作函,上交所股票监管工作函,2026-01-20,https://data.eastmoney.com/notices/detail/688308/AN202601201818163358.html
300035,中科电气,中科电气:关于引入战略投资者暨公司股东协议转让部分股份过户完成的公告,股权转让,2026-01-20,https://data.eastmoney.com/notices/detail/300035/AN202601201818163348.html
002458,益生股份,益生股份:2026年1月20日投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/002458/AN202601201818163201.html
301585,蓝宇股份,蓝宇股份:关于持股5%以上股东股份减持计划的预披露公告,股东/实际控制人股份减持,2026-01-20,https://data.eastmoney.com/notices/detail/301585/AN202601201818163227.html
A25271,裕富照明,关于深圳市裕富照明股份有限公司首次公开发行股票并上市辅导工作进展报告(第八期),辅导工作进展报告,2026-01-20,https://data.eastmoney.com/notices/detail/A25271/AN202601201818162970.html
A20399,澳华集团,关于深圳市澳华集团股份有限公司首次公开发行股票并上市辅导工作进展报告(第四期),辅导工作进展报告,2026-01-20,https://data.eastmoney.com/notices/detail/A20399/AN202601201818162973.html
301005,超捷股份,超捷股份:2026年01月20日投资者关系活动记录表,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/301005/AN202601201818162883.html
300774,倍杰特,倍杰特:关于实际控制人之一减持股份预披露公告,股东/实际控制人股份减持,2026-01-20,https://data.eastmoney.com/notices/detail/300774/AN202601201818162851.html
920002,万达轴承,万达轴承:第二届董事会第九次会议决议公告,分配预案,2026-01-20,https://data.eastmoney.com/notices/detail/920002/AN202601201818162615.html
920002,万达轴承,万达轴承:2025年第三季度权益分派预案公告,分配预案,2026-01-20,https://data.eastmoney.com/notices/detail/920002/AN202601201818162616.html
920002,万达轴承,万达轴承:关于召开2026年第一次临时股东会通知公告(提供网络投票),召开股东大会通知,2026-01-20,https://data.eastmoney.com/notices/detail/920002/AN202601201818162614.html
000776,广发证券,广发证券:广发证券股份有限公司2026年面向专业投资者公开发行短期公司债券(第一期)募集说明书,其他,2026-01-20,https://data.eastmoney.com/notices/detail/000776/AN202601201818162566.html
000776,广发证券,广发证券:广发证券股份有限公司2026年面向专业投资者公开发行短期公司债券(第一期)信用评级报告,其他,2026-01-20,https://data.eastmoney.com/notices/detail/000776/AN202601201818162568.html
000776,广发证券,广发证券:广发证券股份有限公司2026年面向专业投资者公开发行短期公司债券(第一期)发行公告,其他,2026-01-20,https://data.eastmoney.com/notices/detail/000776/AN202601201818162567.html
603293,埃泰克,上海证券交易所上市审核委员会2026年第2次审议会议结果公告,沪主板发行上市审核委会议结果公告,2026-01-20,https://data.eastmoney.com/notices/detail/603293/AN202601201818162336.html
300198,*ST纳川,ST纳川:关于子公司涉及仲裁的进展公告,其他,2026-01-20,https://data.eastmoney.com/notices/detail/300198/AN202601201818162372.html
300617,安靠智电,安靠智电:关于公司股东、实际控制人减持计划提前终止的公告,股东/实际控制人股份减持,2026-01-20,https://data.eastmoney.com/notices/detail/300617/AN202601201818162371.html
300819,聚杰微纤,聚杰微纤:300819聚杰微纤投资者关系管理信息20260120,调研活动,2026-01-20,https://data.eastmoney.com/notices/detail/300819/AN202601201818161966.html
